posted,neighborhood,post title,number bedrooms,sqft,price
2020-12-12 08:42:00,Downtown,665 Pine #703 - $0 Deposit Special - 6 Week Move-In Allowance!,1,NA,"$2,695"
2020-12-12 08:41:00,Presidio Heights,Stunning Golden Gate  Bridge  Views,3,2135,"$9,000"
2020-12-12 08:41:00,Western Addition,"$2395 --  One-bedroom NOPA - $1,000 off first month's rent",1,NA,"$2,395"
2020-12-12 08:41:00,San Francisco,4 bedroom~3bath,4,2135,"$8,500"
2020-12-12 08:41:00,Mission District,Mission/3440 20th & Capp/Muni/Bart/Balcony/Available Now!!,1,569,"$2,325"
2020-12-12 08:41:00,Mission District,Studio/Mission Dolores Park Views/240 Cumberland/Private Deck!!,1,NA,"$2,295"
2020-12-12 08:41:00,Pacific Heights,Modern Private Studio W/ Outside Access,NA,600,"$2,500"
2020-12-12 08:41:00,Marina,"1,000 sq ft must see corner one bedroom w/ bay view",1,1000,"$3,300"
2020-12-12 08:41:00,Pacific Heights,Private Garden Get-Away with One Bedroom,1,700,"$3,195"
2020-12-12 08:41:00,Marina,Bright Corner Top Floor 1000 sq ft 1 Bdrm W/ Parking & Views,1,1000,"$3,675"
2020-12-12 08:41:00,Marina,Sunny 2bd/2b condo with private deck & shared garden,2,1500,"$4,695"
2020-12-12 08:41:00,Marina,Amazingly redone Studios Off Chestnut with Views and Parking,NA,650,"$2,575"
2020-12-12 08:41:00,Marina,MOVE-IN SPECIAL!! In the heart of the Marina,1,NA,"$2,900"
2020-12-12 08:41:00,Pacific Heights,"Charming, large, loft-like Studio in Beautiful Victorian",1,700,"$2,200"
2020-12-12 08:40:00,Pacific Heights,Top Floor 2 rm Studio W/ Views of Bridge/Alcatraz & Parking,NA,700,"$2,650"
2020-12-12 08:40:00,Mission District,"Top Floor Mission Dolores Flat w/ dedicated  Deck , W/D , Parking Opt.",2,775,"$3,495"
2020-12-12 08:40:00,Marina,MOVE-IN SPECIAL! Remodeled Studio with Parking,NA,NA,"$1,950"
2020-12-12 08:40:00,Marina,Remodeled 2 Bedroom (Parking Included),2,NA,"$3,400"
2020-12-12 08:39:00,Bayview,Bright/Airy 2/2 Townhome attached 2 Car Garage At Shipyard in SF,2,1177,"$3,800"
2020-12-12 08:37:00,Inner Sunset,Beautiful 1BR Apt with GG park Views,1,580,"$2,500"
2020-12-12 08:36:00,Pacific Heights,Pacific Heights/1870 Pacific&Gough/W/D in unit/Amazing Views!!,2,796,"$3,895"
2020-12-12 08:36:00,Soma,Stunning Tri Level loft - over 1800 Sq Ft! ~ J.Wavro,2,NA,"$3,995"
2020-12-12 08:34:00,Quincy Ca.,RV Space For Rent Long Term,1,NA,$600
2020-12-12 08:34:00,Pacific Heights,1 MONTH FREE! Quiet Pacific Heights apt - in back of bldg! ~ J.Wavro,1,NA,"$2,650"
2020-12-12 08:33:00,North Beach,"Call for a Saturday appointment, just renovated",4,1800,"$5,950"
2020-12-12 08:33:00,Marina,Fully Remodeled balcony & parking - All new interior,1,800,"$3,300"
2020-12-12 08:33:00,Marina,Cow Hollow 1BR-1Bath w/Spectacular Bay Views.,1,NA,"$3,690"
2020-12-12 08:31:00,Russian Hill,1 MONTH FREE! Remodeled Russian Hill apt!  very QUIET ~ J.Wavro,1,NA,"$2,600"
2020-12-12 08:31:00,Hayes Valley,Hayes Valley/355 Fulton&Gough/W/D in unit/Available Now!!,1,408,"$1,995"
2020-12-12 08:31:00,Mission District,Mission/3474 17th&Guerrero/W/D in unit/Available Now!!,2,780,"$3,095"
2020-12-12 08:30:00,Noe Valley,STUNNING GUERRERO STREET VICTORIAN FLAT,2,1726,"$5,495"
2020-12-12 08:30:00,Castro,Duboce Triangle/106 Sanchez/Den/Office/W/D in unit/Available Now!!,2,771,"$3,095"
2020-12-12 08:29:00,Nob Hill,Remodeled Nob Hill Two Bedroom Two Bath with Fabulous Views  ~ J.Wavro,2,NA,"$6,995"
2020-12-12 08:29:00,Potrero Hill,"$ 3,850 Potrero Hill Apartment",2,900,"$3,850"
2020-12-12 08:29:00,Potrero Hill,"$3,000 Potrero Hill Apartment Furnished",1,800,"$3,000"
2020-12-12 08:28:00,Usf,Large North of the Panhandle 1BD/1B,1,NA,"$2,550"
2020-12-12 08:28:00,Financial District,Downtown High Rise 2Br/2Ba,2,NA,"$3,200"
2020-12-12 08:26:00,Pacific Heights,"PacHeights Gem, 2BR,1BA, Prime Location,Lafayette p",2,918,"$3,695"
2020-12-12 08:25:00,Soma,**NEWLY RENOVATED STUDIO with Great Floor Plan!**,NA,350,"$1,880"
2020-12-12 08:25:00,Mission District,Mission Dolores Park/3783 20th&Dolores/Remodeled/W/D in unit!,1,472,"$2,595"
2020-12-12 08:23:00,Mission District,MUST SEE!! Special Flat!  Private Patio & Yard/ Spectacular!,1,NA,"$3,000"
2020-12-12 08:23:00,Downtown,Large Rooftop Deck! Beautiful Condo! Parking Inc /WD in Unit/RentingSF,2,NA,"$2,495"
2020-12-12 08:22:00,Alamo Square,Serene NOPA One Bedroom Flat,1,750,"$3,050"
2020-12-12 08:21:00,Hayes Valley,Studio/Hayes Valley/300Buchanan&Haight/Available Now!,1,588,"$2,395"
2020-12-12 08:20:00,Ingleside,1 卧室 1 浴室 WALK to Balboa Bart Station/CCSF,1,NA,"$1,300"
2020-12-12 08:20:00,Inner Richmond,Renovated 2 Bedrooms Apt,2,1000,"$3,100"
2020-12-12 08:20:00,Hayes Valley,Hayes Valley/78 Buchanan /Great Views/W/D in unit/Available Now!!,2,1001,"$4,095"
2020-12-12 08:17:00,Lower Haight,Quiet 1 Bed Overlooking Yard ~ J.Wavro,1,NA,"$2,400"
2020-12-12 08:17:00,Inner Richmond,Turk/Arguello Apt.,2,NA,"$2,950"
2020-12-12 08:15:00,Twin Peaks,"Top Level Condo Pano Vus PrivDeck elevator,W/D,AEK,Parking",3,1740,"$4,875"
2020-12-12 08:15:00,Twin Peaks,Fabulous top floor apartment overlooking beautiful green space,1,700,"$1,998"
2020-12-12 08:15:00,Russian Hill,BEAUTIFUL / TOP FLOOR / 1 MONTH FREE / SECURE GARAGE PARKING /SPACIOUS,1,NA,"$2,895"
2020-12-12 08:15:00,Inner Mission,"ONE MONTH FREE, RENOVATED SPACIOUS 1650sf MURAL APARTMENT",4,1650,"$3,900"
2020-12-12 08:15:00,Lower Pac Hts,Full Flr 5-2 Condo - $6365,5,1600,"$6,365"
2020-12-12 08:14:00,Sunset,Exceptional Sunset home tastefully remodeled,3,1500,"$4,398"
2020-12-12 08:14:00,Alamo Square,Gorgeous top floor flat! Large backyard! Panhandle Park!,5,NA,"$5,995"
2020-12-12 08:14:00,Alamo Square,Nopa/322 Stanyan/Golden Gate Park/USF/Remodeled/Available Now!!,4,990,"$3,795"
2020-12-12 08:14:00,Nob Hill,"Gorgeous Flat, steps aways from Union Square, Parks & downtown SF!",5,NA,"$6,595"
2020-12-12 08:14:00,Sunset,Fully detached 3BR/1BA top unit - Available now,3,NA,"$3,500"
2020-12-12 08:14:00,Soma,Fabulously Remodeled Top-floor apartment. Gorgeous stainless steel gas,2,693,"$2,998"
2020-12-12 08:13:00,Potrero Hill,Beautiful penthouse flat w/ gorgeous views!,4,NA,"$4,595"
2020-12-12 08:13:00,Noe Valley,Beautiful flat with large bedrooms! By Parks!,4,1800,"$3,995"
2020-12-12 08:13:00,Alamo Square,Spacious flat with large bedrooms! Large backyard! Pandhandle Park!,4,NA,"$5,695"
2020-12-12 08:13:00,Russian Hill,Beautiful Renovated kitchen /Washer & Dryer in Unit?Garage/Rent Credit,1,NA,"$2,700"
2020-12-12 08:12:00,Castro,"VIEWS,VIEWS,VIEWS  & PARKING! JUST COMPLETELY RENOVATED! BALCONY",2,NA,"$3,395"
2020-12-12 08:11:00,Russian Hill,TOP FLOOR / 1 MONTH RENT CREDIT/ATTACHED GARAGE/AWESOME LOCATION!,1,NA,"$2,895"
2020-12-12 08:10:00,Castro,"Spacious 1bed/1ba,Downtown Views, laundry, Duboce park",1,650,"$2,995"
2020-12-12 08:10:00,Cole Valley,"New bright modern furnished studio, dishwasher, laundry@ Cole Valley",NA,400,"$2,100"
2020-12-12 08:10:00,Potrero Hill,"Modern studio in potrero hill/Mission, laundry, easy parking",NA,400,"$1,600"
2020-12-12 08:10:00,Lower Pac Hts,Remodeled 2bed/2ba+ living room+dining room+deck+ views+ parking,2,1250,"$3,800"
2020-12-12 08:09:00,Laurel Hts,Laurel Heights/99Lupine&Masonic/Great Views/Available now!,1,591,"$2,495"
2020-12-12 08:08:00,Potrero Hill,"Lots of Dogpatch STUDIOS available, but there is ONLY ONE GANTRY! :-)",NA,481,"$1,980"
2020-12-12 08:07:00,Alamo Square,Nopa/500 Stanyan&Hayes/Golden Gate Park/W/D in unit/Available Now!!!,1,539,"$2,795"
2020-12-12 08:04:00,Alamo Square,Alamo Square/430 Scott&Fell/Den/W/D in unit/Available Now!!,1,594,"$3,195"
2020-12-12 08:03:00,Castro,BEAUTIFUL VIEWS! PARKING INCLUDED ! JUST COMPLETELY RENOVATED! BALCONY,2,NA,"$3,395"
2020-12-12 08:02:00,Hayes Valley,Hayes Valley/564 Grove&Laguna/W/D in unit/Available now!,2,800,"$3,595"
2020-12-12 08:02:00,Ingleside,Large Master Bedroom with en suite Bathroom and walk-in closet,1,NA,"$1,650"
2020-12-12 08:01:00,Tenderloin,"PRICE DROP! RARE VERY RECENT REMODEL,  3RD FL JR 1BR, RENT CONTROL",1,NA,"$1,600"
2020-12-12 08:00:00,Lower Pac Hts,1 Bed 1 Bath Condo on California Street - Parking included! ~ J.Wavro,1,NA,"$2,395"
2020-12-12 08:00:00,Castro,MUST SEE!! VIEWS & PARKING! JUST COMPLETELY RENOVATED! BALCONY,2,NA,"$3,395"
2020-12-12 08:00:00,Richmond,PRIDE OF OWNERSHIP /Large Private Garage with Storage Inc /WD in Unit,2,NA,"$3,500"
2020-12-12 07:59:00,Alamo Square,Bright Top Floor Condo/Large shared garden/Garage Parking /RentingSF,1,NA,"$2,750"
2020-12-12 07:59:00,Mission District,Luxury living Mission Style! Views! Garage Parking Inc / RentingSF,2,NA,"$3,795"
2020-12-12 07:58:00,North Beach,Location Location (North Beach Living),1,NA,$995
2020-12-12 07:55:00,Mission District,PRIVATE YARD/ NEW KITCHEN / MUST SEE / SPECIAL / BRIGHT,1,NA,"$3,000"
2020-12-12 07:55:00,Soma,Upscale Living /Spacious /Heated Pool & Hot Tub /WD in Unit/ RentingSF,1,NA,"$2,700"
2020-12-12 07:55:00,Mission District,Private Patio & Yard/ MUST SEE!! Special Flat! Immaculate!,1,NA,"$3,000"
2020-12-12 07:54:00,Russian Hill,TOP FLOOR / 1 MONTH RENT CREDIT / LARGE GARAGE / EPIC LOCATION!,1,NA,"$2,895"
2020-12-12 07:51:00,Richmond,TOP FLOOR W/ OCEAN VIEW & GARAGE PARKING INC,2,1200,"$3,600"
2020-12-12 07:51:00,Noe Valley,"Noe Valley One Bedroom, multi level with prk.",1,NA,"$2,450"
2020-12-12 07:51:00,Soma,Luxury Condo / Epic Views and Amenities/ Garage Parking / RentingSF,1,NA,"$3,695"
2020-12-12 07:48:00,Soma,Luxury Condo / Epic Views & Amenities / Secure Parking / RentingSF,1,NA,"$3,495"
2020-12-12 07:48:00,Potrero Hill,Beautiful 1 Bedroom Apartment with Backyard,1,NA,"$2,695"
2020-12-12 07:48:00,Soma,Bay Bridge Views / 24 hour Concierge /Private Balcony/Luxury/RentingSF,2,NA,"$4,695"
2020-12-12 07:45:00,Soma,SOMA 1BR Apartment. In-unit W/D. Garage Parking.,1,800,"$2,200"
2020-12-12 07:44:00,Dogpatch,Large Dog Patch Condo with laundry and parking,2,NA,"$3,795"
2020-12-12 07:44:00,Inner Richmond,6th Ave./Cabrillo Apt. near USF/GGP,2,NA,"$2,995"
2020-12-12 07:44:00,Lower Pac Hts,Spacious one bedroom one bath with parking,1,NA,"$3,500"
2020-12-12 07:42:00,Inner Richmond,SPACIOUS APT. #4 NEAR ROSSI PK/USF/GGP,2,NA,"$3,000"
2020-12-12 07:42:00,Inner Richmond,6TH AVE/CABRILLO NEAR GGPark/USF,2,NA,"$2,900"
2020-12-12 07:40:00,Pacific Heights,"Sunny 1 BR, fireplace, roof access",1,NA,"$2,600"
2020-12-12 07:38:00,Marina,Top floor 1BR with fireplace and Community Rooftop and Balcony,1,NA,"$2,795"
2020-12-12 07:34:00,Nob Hill,"Beautiful, immaculate, spacious 2br/3br&1.5 ba apt in back of building",3,NA,"$2,995"
2020-12-12 07:34:00,San Francisco,NEWLY REMODELED RICHMOND DISTRICT $2275,1,NA,"$2,275"
2020-12-12 07:31:00,North Beach,"Bright, immaculate 3 Bd/1 Ba Apt.  with magnificent Bay bridge view",3,NA,"$3,695"
2020-12-12 07:29:00,Pacific Heights,Large 2b & 2 ba with fireplace in Pacific Heights with GG  view,2,1000,"$3,690"
2020-12-12 07:28:00,Nob Hill,Immaculate Junior 1 bd with a remodeled kitchen w/dishwasher,1,NA,"$1,595"
2020-12-12 07:20:00,Lower Haight,Avail now/Jan 1-Furnish/Unfurn-Deck-Best central hip area,4,1500,"$4,500"
2020-12-12 07:20:00,Hayes Valley,Sunny 1 bedroom in Linea at Hayes Valley,1,700,"$2,880"
2020-12-12 07:18:00,Cole Valley,1 MONTH FREE! Fantastic City and Bay views from every room! ~ J.Wavro,1,NA,"$2,600"
2020-12-12 07:17:00,Soma,1BR 1BA Top-floor Condo w/ Indoor Garage Parking and Amenities,1,648,"$2,700"
2020-12-12 07:12:00,Pacific Heights,"Gorgeous and Bright: 2 Bedroom, 1 Bath in Pacific Heights",2,1000,"$3,500"
2020-12-12 07:05:00,Nob Hill,SPACIOUS 1 or 2 BEDROOM REMODELED & UPDATED,2,900,"$2,795"
2020-12-12 07:05:00,Mission District,$1000 off! Recently remodeled Condo-quality flat! Deck! ~ J.Wavro,2,NA,"$3,475"
2020-12-12 06:56:00,Nob Hill,1 MONTH FREE! Top floor studio.Partial GG Bridge view! ~ J.Wavro,NA,NA,"$1,800"
2020-12-12 06:55:00,Pacific Heights,Ideal Jr 1 bedroom in the heart of Pacific Heights,1,450,"$1,700"
2020-12-12 06:52:00,Inner Richmond,1 Bedroom 1 Bath Apartment in the Richmond District,1,NA,"$2,100"
2020-12-12 06:46:00,Russian Hill,1 MONTH FREE! Remodeled rent controlled -- great location! ~ J.Wavro,1,NA,"$2,650"
2020-12-12 06:45:00,Lower Nob Hill,"Sunny Studio for lease, close to Financial District and Union Square",NA,350,"$1,485"
2020-12-12 06:32:00,Mission District,Nice in-law studio,NA,NA,"$1,495"
2020-12-12 06:31:00,Richmond,"Avail now! Top flr. Bright,HwdFlr. Ideal Loc! Walkscre 97. 23rd&Geary!",2,NA,"$2,600"
2020-12-12 06:17:00,Alamo Square,1BR furnished condo in a lovely Victorian with a garden,1,850,"$3,000"
2020-12-12 06:15:00,Pacific Heights,Avail Now! 3bd/2.5ba Luxury Flat! 2000sqft. Washington/Divis,3,2000,"$8,700"
2020-12-12 06:14:00,Pacific Heights,"Beautiful / Remodeled Studio w/hardwood floor & deck $1,700",NA,450,"$1,700"
2020-12-12 06:13:00,Financial District,Two Master Bedrooms with Skyscraping view at Ritz Carlton Residence,2,1431,"$5,800"
2020-12-12 06:08:00,Pacific Heights,High ceiling and bright Studio in quiet neighborhood,NA,400,"$2,000"
2020-12-12 06:08:00,Pacific Heights,1 bedroom 1 bath in quiet neighborhood,1,420,"$2,250"
2020-12-12 06:06:00,Marina,"Avail now! 2bd+nook/1.5ba Detached,Sunny,TopFlr,Off St Flat. Chestnut",2,1175,"$3,200"
2020-12-12 06:05:00,Oakland,1 bedroom/1 bath two-story townhouse,1,850,"$1,700"
2020-12-12 06:01:00,Bayview,"Deuce Dr, Charming 3 BR 3 BA For Rent. Don't Miss This!",3,NA,"$1,250"
2020-12-12 05:55:00,Mission District,"Spacious 2 bedroom, 1 bath,  mission district",2,NA,"$2,650"
2020-12-12 05:42:00,Sunset,2bedroom 1 bath apartment,2,NA,"$3,100"
2020-12-12 05:41:00,Castro,Short-term rental: large Victorian 3-bed in great location,3,1550,"$3,900"
2020-12-12 05:39:00,Noe Valley,This amazing rarely available standalone condominium in Noe Valley,1,695,"$2,500"
2020-12-12 05:12:00,Financial District,Exemplified by its high and open location,1,1241,"$2,500"
2020-12-12 05:10:00,Noe Valley,Large enough for two - Flat in prime location with upgrades,NA,800,"$2,685"
2020-12-12 05:00:00,Financial District,Unquestionable value 1 bed 1 bath,1,823,"$2,500"
2020-12-12 04:50:00,Glen Park,Rare offering in Glen Park. This newly remodeled condo is move-in,1,918,"$2,500"
2020-12-12 04:40:00,Noe Valley,Spacious top floor one bedroom one bath home in charming 4-unit buildi,1,760,"$2,100"
2020-12-12 02:39:00,Lower Nob Hill,Lower Nob Hill Efficiency-Conveniently Located,NA,NA,"$1,350"
2020-12-12 02:23:00,Castro,Old-world charm in an historic Edwardian multi-unit building.,2,875,"$3,575"
2020-12-12 02:15:00,Mission District,3 Bedroom/1 Bathroom on 25th and Capp,3,1000,"$3,600"
2020-12-12 02:08:00,Lower Pac Hts,"2 Bed, 1 Bath Right in Charming Lower Pacific Heights Apt. 102",2,1600,"$4,295"
2020-12-12 01:48:00,Russian Hill,VIEW VIDEO TOUR! Russian Hill 2BDR w/views,2,NA,"$3,600"
2020-12-12 01:47:00,Soma,"1 Bedroom Apartment Folsom Street  San Francisco, CA",1,NA,"$2,015"
2020-12-12 01:47:00,Lower Nob Hill,VIEW VIDEO TOUR! Gorgeous Lower Nob Hill re-modeled studio,NA,NA,"$1,675"
2020-12-12 01:45:00,Laurel Hts,VIEW VIDEO TOUR! Beautiful Laurel Heights Top Floor 2BDR Flat,2,1337,"$4,100"
2020-12-12 01:43:00,North Beach,VIEW VIDEO TOUR! Charming Telegraph Hill 1BDR,1,NA,"$2,275"
2020-12-12 01:42:00,Castro,VIEW VIDEO TOUR! Wonderful Castro 2BDR w/pkg/views,2,950,"$3,250"
2020-12-12 01:41:00,Pacific Heights,VIEW VIDEO TOUR! STUNNING Pacific Heights 2BDR/2BA w/views,2,1188,"$4,875"
2020-12-12 01:40:00,Marina,VIEW VIDEO TOUR! Rare Marina Jr. 1 BDR w/shared garden,NA,450,"$1,995"
2020-12-12 01:40:00,Marina,VIEW VIDEO TOUR! Wonderful Cow Hollow 1BDR w/hwd flooring,1,NA,"$2,495"
2020-12-12 01:30:00,Castro,Lovely 4th Floor One Bedroom,1,NA,"$2,250"
2020-12-12 01:29:00,Castro,Castro and Views,1,NA,"$2,595"
2020-12-12 01:25:00,Soma,"The Beacon, 2bd/2ba in Mission Bay",2,1100,"$4,100"
2020-12-12 00:50:00,Glen Park,One big studio For rent with view,NA,475,"$1,750"
2020-12-12 00:44:00,Downtown,Luxury living at Symphony Towers! Parking included!,1,NA,"$2,795"
2020-12-12 00:43:00,Nob Hill,Nice remodeled three-bedroom apartment in Nob Hill,3,1100,"$3,800"
2020-12-12 00:35:00,Mission District,Large New Remodeled 3 Bedroom 2 Bath House with Garage,3,2200,"$3,800"
2020-12-12 00:32:00,Potrero Hill,1 BDR W/ DEN - TAKE OFF $200 PER MONTH AND 10 WEEKS FREE!ONLY WEEKEND,1,695,"$2,949"
2020-12-12 00:30:00,Nob Hill,Sunny One Bedroom Apartment,1,525,"$2,325"
2020-12-12 00:26:00,Mission District,Best 4 Bdrm 2 Ba Top Floor Flat / HOT 21st St. @ Mission St.,4,NA,"$4,999"
2020-12-12 00:26:00,Alamo Square,Best unfurnished 3 BDRM 2 Ba + Bonus Room in Hot Nopa,3,NA,"$4,800"
2020-12-12 00:26:00,Potrero Hill,"Best 1 BDRM w/ Stunning View, Lrg Patio & Yard",1,NA,"$2,499"
2020-12-12 00:25:00,Alamo Square,Best top floor 4 bdrm 2 ba in hot Nopa,4,NA,"$5,600"
2020-12-12 00:22:00,San Francisco,Renovated clean fresh new paint Russian Hill 1 bdrm safe neighborhood,1,400,"$1,850"
2020-12-12 00:18:00,Nob Hill,"Beautifully Updated, Sunny 1 or 2 Bedroom Apartment, Top of Nob Hill!",2,NA,"$2,875"
2020-12-12 00:13:00,San Francisco,Clean and bright studio @ The Potrero,NA,456,"$2,450"
2020-12-12 00:12:00,Russian Hill,Furnished rooms on Broadway St. PROMO: 20% OFF of your first month.,1,NA,"$1,050"
2020-12-12 00:11:00,Pacifica,Executive Home Located in a Park-like Setting with Ocean Views,1,650,"$2,150"
2020-12-12 00:01:00,Pacific Heights,Perfect WFH Pacific Heights Full Floor Penthouse Condo 2bd | 2.5ba,2,1900,"$4,895"
2020-12-11 23:56:00,North Beach,Furnished rooms in North Beach. PROMO: 20% OFF of your first month.,1,NA,"$1,105"
2020-12-11 23:50:00,Nob Hill,Luxury Nob Hill 4 Bedroom/2 Bathroom flat Golden Gate Bridge Views,4,2200,"$10,500"
2020-12-11 23:49:00,Soma,6 months lease - Waterfront new Jr 1B/1B walk to Caltrain Oracle Park,1,NA,"$2,695"
2020-12-11 23:44:00,Sunset,"$2950 1BR/1BR-""MUST SEE"" Spacious & Bright in Central Sunset/Parking",1,950,"$2,950"
2020-12-11 23:39:00,Mission District,1 bedroom apartment,1,NA,"$2,700"
2020-12-11 23:39:00,Russian Hill,1-2 BR apartment or cottage,1,600,"$2,200"
2020-12-11 23:35:00,Inner Richmond,"RECENTLY REMODELED TOP FL APT, w/pking, laundry, & more",1,NA,"$2,300"
2020-12-11 23:34:00,Soma,The INFINITY High Floor Condo for Rent,2,1268,"$4,830"
2020-12-11 23:33:00,Hayes Valley,Remodeled 2 bed Prime Location,2,NA,"$3,095"
2020-12-11 23:28:00,Nob Hill,Two or three bedrooms-5rooms Leavenworth/Sacramento,3,NA,"$2,850"
2020-12-11 23:27:00,Nob Hill,Great one or two Bedrooms-4 Rooms,2,800,"$2,450"
2020-12-11 23:25:00,Inner Richmond,Top Floor Bright Rear Unit 2BR 1.5 Ba,2,800,"$2,700"
2020-12-11 23:21:00,Mission District,"Large Updated flat, Great Location",4,1200,"$3,800"
2020-12-11 23:21:00,Financial District,Furnished luxury 1Bed 1 Bath 1 Bonus Room With 24hr Doorman,2,794,"$3,300"
2020-12-11 23:20:00,Inner Richmond,Spacious and Bright 2 bed 2 bath flat!,2,NA,"$3,300"
2020-12-11 23:20:00,Castro,1 large bedroom at Pearl Street & Duboce Ave,1,NA,"$2,600"
2020-12-11 23:20:00,Downtown,Pearl Street and Duboce Ave. 1 large Bedrm with Washer & Dryer,1,NA,"$2,600"
2020-12-11 23:18:00,Potrero Hill,Amazing 3 bedroom 3 bath with 2 balconies! Amazing Lighting and Views!,3,1562,"$5,398"
2020-12-11 23:15:00,Lower Nob Hill,"Spacious Studio Apartment, furnished or unfurnished/620 Jones St",NA,NA,"$1,450"
2020-12-11 23:06:00,Mission District,Studio for rent,1,NA,"$1,800"
2020-12-11 23:01:00,Russian Hill,"Beautiful, Newly Renovated 1-Bdr Apt $2250/month",1,550,"$2,250"
2020-12-11 22:59:00,Pacific Heights,"100% Renovated 1BD/1BA Condo for Rent w W/D, Parking Available",1,660,"$2,950"
2020-12-11 22:57:00,Marina,+🌹🌹🌹 AAA Dream Apartment Locations  in the Marina,2,890,"$2,900"
2020-12-11 22:52:00,Castro,🌷🌷🌷+Huge Flat 3 Bedrooms excellent location,3,1800,"$5,500"
2020-12-11 22:51:00,Usf,Top Floor Unit. 2 Bedroom with Parking,2,NA,"$3,000"
2020-12-11 22:50:00,Usf,Junior 1 Bed-Loft /Like/Private entry,1,665,"$2,199"
2020-12-11 22:50:00,Inner Richmond,AVAIL 1/1/21-Lg Furn Rm/Flat/1.5 ba/util incl w/hi-speed wifi,3,156,"$1,199"
2020-12-11 22:49:00,Nob Hill,"Huge 4bd/2bth in Great Nob Hill Location & Nice Backyard, $3k Free!",4,1600,"$4,495"
2020-12-11 22:48:00,Mission District,MOVE IN NOW AND DON'T PAY UNTIL  JANUARY 2021 EFFECTIVE RENT $1550,NA,262,"$1,550"
2020-12-11 22:47:00,Mission District,"Lovely Studio w/Mission Vibes, Laundry 2min Walk | 907 Valencia",NA,400,"$2,095"
2020-12-11 22:45:00,Alamo Square,Renovated Pet Friendly 1BR in Amazing Alamo Square Location!,1,NA,"$2,495"
2020-12-11 22:44:00,Soma,Top Floor Condo in South Beach-Free Rent for 1st 2 Months,1,591,"$2,550"
2020-12-11 22:40:00,Bayview,Spacious SF luxury 2b/2b corner unit available 2/1/21,2,1011,"$3,000"
2020-12-11 22:39:00,Nob Hill,$3200 REALLY NOB HILL*Very Spacious 1-Bedroom,1,750,"$3,200"
2020-12-11 22:39:00,Inner Richmond,"6 Bed/3 Bath - Bright, Modern + Office/Study + Private Deck + Backyard",6,1900,"$7,000"
2020-12-11 22:38:00,Soma,"Quiet Luxury Condo close to Everything, Parking available",2,1150,"$3,975"
2020-12-11 22:35:00,Soma,"Biggest private balcony in SF with water view, watermark building",1,850,"$3,250"
2020-12-11 22:35:00,North Beach,"Unique, Sunny Telegraph Hill Apartment on Historic Filbert Steps",1,900,"$3,800"
2020-12-11 22:35:00,Western Addition,"Charming Edwardian with split parlor, fireplace, parking in garage",2,900,"$3,400"
2020-12-11 22:34:00,Soma,Watermark building ocean view with huge balcony,1,NA,"$3,250"
2020-12-11 22:34:00,Noe Valley,Classy & Charming 1-2Bd/1Ba In Great Loc. Hardwood,1,NA,"$2,795"
2020-12-11 22:33:00,Richmond,Presidio Baker Beach apartment 2 rms available 3bd / 1bth,3,840,"$1,025"
2020-12-11 22:31:00,Soma,Water view large 1bd 1bt with huge balcony,1,850,"$3,250"
2020-12-11 22:29:00,Soma,Watermark 1bd 1bth huge balcony,1,850,"$3,250"
2020-12-11 22:28:00,Inner Sunset,Studio Apartment near UCSF Garage Parking Available *DEC Rent Free*,1,NA,"$1,950"
2020-12-11 22:27:00,Mission District,1 BR w/office & garage in Dolores Terrace/ Mission,1,700,"$2,900"
2020-12-11 22:26:00,Lower Nob Hill,Available Immaculate Furnished Studio 500SqFt,NA,500,"$1,600"
2020-12-11 22:24:00,Excelsior,"HOUSE  FOR RENT,  APARTMENT",2,900,"$3,500"
2020-12-11 22:22:00,Downtown,Live In the Heart of Downdown SF| 1029 GEARY,NA,400,"$1,595"
2020-12-11 22:22:00,North Beach,North Beach 2 Bedroom - 2 Bath - With Parking -,2,1300,"$4,200"
2020-12-11 22:19:00,Financial District,"PARKING / Studio - VIEW - Financial District, Transbay, Sales Force",NA,420,"$2,300"
2020-12-11 22:19:00,Russian Hill,Spacious charming true 2 bedroom Russian hill no broker fee,2,NA,"$2,900"
2020-12-11 22:18:00,Financial District,"Move in Special / 1br - Transbay, Sales Force, Linked In and Zipcar",1,790,"$2,800"
2020-12-11 22:16:00,Usf,Newly Remodeled ! 2 br1ba,2,NA,"$3,250"
2020-12-11 22:16:00,Usf,Newly remodeled 4bed 2 baths,4,1350,"$5,950"
2020-12-11 22:16:00,Usf,Next to USF 4bedrooms+office room 2baths,4,1400,"$6,300"
2020-12-11 22:14:00,Sunset,Remodel Single Family House located at quite outer Sunset District,3,1157,"$3,950"
2020-12-11 22:13:00,Castro,"$4,795 large 1735 Sq Ft-7 rooms Church st. Near 15th-Renovated",3,1735,"$4,795"
2020-12-11 22:10:00,Mission District,Fantastic freshly renovated 3x1.25 with parking and yard,3,NA,"$4,300"
2020-12-11 22:10:00,Mission District,Turn this Apt into a HOME | 964 Valencia,4,1590,"$5,995"
2020-12-11 22:08:00,Cole Valley,2 bedroom - 1/2 block from UCSF!  A must see,2,1000,"$3,100"
2020-12-11 22:05:00,Lower Nob Hill,Cute studio apartment in Nob Hill - 2 months free!,NA,441,"$1,671"
2020-12-11 22:02:00,Mission District,"⭐⭐⭐1 month free: 3 BR,1 BA w/outdoor deck in heart of Inner Mission⭐⭐",3,NA,"$3,495"
