posted,neighborhood,post title,number bedrooms,sqft,price
2020-12-11 12:47:00,Russian Hill,"Stunning Top Floor 1BR with W/D in Unit, Large Kitchen! 6 Weeks FREE!",1,NA,"$2,895"
2020-12-11 12:46:00,Hayes Valley,"Floor to Ceiling Windows, 1Bed/1Bath and Balcony + Walk-n-Closet!",1,638,"$2,523"
2020-12-11 12:44:00,Laurel Hts,Beautiful 3 bedroom house by USF,3,NA,"$4,300"
2020-12-11 12:43:00,North Beach,"Beautiful Views in Cozy Studio in North Beach, 6 Weeks FREE Rent!",NA,NA,"$2,295"
2020-12-11 12:43:00,Usf,"4BR/1.25 Bathroom, Large Living Room, W/D, Backyard, Park Views",4,1275,"$4,250"
2020-12-11 12:43:00,Lower Nob Hill,"6 Weeks FREE! Newly Remodeled 3BR/2BA with W/D, Pets OK",3,NA,"$4,095"
2020-12-11 12:43:00,Alamo Square,Rarely Available One bedroom One bath unit,1,NA,"$2,795"
2020-12-11 12:42:00,Lower Nob Hill,Spacious & Renovated 2BR with W/D in Unit - 6 WEEKS FREE,2,NA,"$2,695"
2020-12-11 12:42:00,Nob Hill,"Sparkling, Sunny Perfectly Located 1BR/1BA Nob Hill Apartment!",1,NA,"$2,050"
2020-12-11 12:42:00,Lower Nob Hill,"6 Weeks FREE Rent, Newly Remodeled 1BR/1BA; Pet Friendly",1,NA,"$2,195"
2020-12-11 12:42:00,Sunset,"Big, Bright, Hardwood floor 2Br Flat",2,850,"$2,900"
2020-12-11 12:42:00,Pacific Heights,Spectacular views in the Pac Heights !!! One month free!,2,1500,"$5,800"
2020-12-11 12:41:00,Lower Nob Hill,"Newly Remodeled 2BR - Lots of Closet Space, W/D in Unit! 6 Weeks Free!",2,NA,"$3,095"
2020-12-11 12:41:00,Mission District,Mission Dolores-Top Floor Romeo Flat-Quaint Street-W/D in Unit,2,NA,"$3,200"
2020-12-11 12:41:00,Downtown,1 MONTH FREE! Corner 1BD w/ Balcony Modern Apartment Condo,1,NA,"$2,450"
2020-12-11 12:40:00,Richmond,Furnished SFH with a very private back yard / 3bd 2.5ba + 2 parking,3,2400,"$8,500"
2020-12-11 12:40:00,Soma,"1 MONTH FREE! 1,700sqft. Spacious, Light, 2BD/1.5BA SOMA Loft",2,NA,"$4,835"
2020-12-11 12:40:00,Castro,"Light Filled, Charming Castro 1BD, Hrdwd Flrs, Laundry in Bldg.",1,NA,"$3,250"
2020-12-11 12:40:00,Pacific Heights,Self Guided Tour - Fully Furnished Studio Apartment,NA,NA,"$1,599"
2020-12-11 12:40:00,Downtown,Superb STUDIO with Outdoor Balcony,NA,NA,"$1,795"
2020-12-11 12:40:00,Hayes Valley,One Month Free Rent! Charming Hayes Valley Studio - PROGRESSIVE,NA,NA,"$1,650"
2020-12-11 12:39:00,Castro,One bedroom apt - Perfect Place,1,NA,"$3,050"
2020-12-11 12:39:00,Lower Nob Hill,Top Floor 1BR! Renovated Kitchen with 6 weeks free!,1,NA,"$1,995"
2020-12-11 12:39:00,Mission District,Modern Dolores Park View Apartment – Church & 20th Street,1,NA,"$3,495"
2020-12-11 12:38:00,Mission District,2 bed/1 bath apartment in the heart of Mission District,2,741,"$2,800"
2020-12-11 12:38:00,Marina,ONE MONTH FREE RENT! 2BR/1BA Renovated Unit! Parking! In-Unit Laundry!,2,NA,"$4,250"
2020-12-11 12:38:00,Downtown,"6 weeks FREE - Bright Studio w/ Huge Closet! Rent Controlled, Pets OK!",NA,NA,"$1,795"
2020-12-11 12:38:00,Marina,Cow Hollow Handsome 1BR/1BA with Parking and In Unit Laundry!,1,NA,"$3,575"
2020-12-11 12:38:00,Nob Hill,Remodeled Bright & Airy 1BR with New Appliances - Rent Controlled!,1,NA,"$2,695"
2020-12-11 12:37:00,Castro,"2-bdrm, 1 bath Condo in Duboce Triangle",2,856,"$3,275"
2020-12-11 12:37:00,Hayes Valley,"Charming 1st Floor Studio - Walk in Closet, Yard,Rooftop! 6 WEEKS FREE",NA,NA,"$1,995"
2020-12-11 12:37:00,Lower Pac Hts,Updated 1 Bedroom / 1 Bath Available,1,NA,"$2,395"
2020-12-11 12:37:00,Nob Hill,Studio Available!,1,NA,"$1,795"
2020-12-11 12:37:00,Nob Hill,"Bright 2BR/2BA! W/D in unit, Remodeled w/ New Appliances, Pets Welcome",2,NA,"$3,595"
2020-12-11 12:37:00,Nob Hill,Large 3 Bedroom Available!!,3,NA,"$3,250"
2020-12-11 12:37:00,Pacific Heights,"2-Bed, 1.5 Bath Townhome - Self Guided Tour",2,NA,"$3,899"
2020-12-11 12:37:00,Nob Hill,Jr. 1 Bedroom/ 1 bathroom Apartment Available,1,NA,"$1,795"
2020-12-11 12:37:00,Downtown,remodeled large 2 bd/ 1 ba apt,2,NA,"$2,495"
2020-12-11 12:37:00,Nob Hill,Nob Hill Remodel - 1 Bed - 1 Bath - 965 Hyde ~ J.Wavro,1,NA,"$2,200"
2020-12-11 12:36:00,Potrero Hill,Two Bedroom Winner!!,2,NA,"$3,000"
2020-12-11 12:36:00,Nob Hill,"Remodeled Studio with Separate Kitchen, Walk in Closet, Natural Light!",NA,NA,"$2,295"
2020-12-11 12:36:00,Bernal Heights,"Sunny, top floor, remodeled with great amenities!",1,650,"$2,300"
2020-12-11 12:36:00,Pacific Heights,Renovated One Bedroom - Fully Furnished  - Self Guided Tours,1,NA,"$2,499"
2020-12-11 12:35:00,Soma,"Stunning PENTHOUSE Modern Loft! Views, Upgrades, Deck & Office!",1,1100,"$3,500"
2020-12-11 12:35:00,Soma,"8 Weeks FREE!  Two levels, oversized livingroom/windows, patio, w/d",2,1001,"$4,425"
2020-12-11 12:34:00,Pacific Heights,"Stunning Large Top Floor Studio with Separate Kitchen, Walk in Closet!",NA,NA,"$2,395"
2020-12-11 12:34:00,Inner Sunset,One bedroom for rent,1,NA,"$1,200"
2020-12-11 12:34:00,Noe Valley,2 Bedroom Noe Valley Apartment,2,NA,"$2,950"
2020-12-11 12:34:00,Nob Hill,"Beautiful Remodeled Studio with Large Closet, Rooftop w/ View! Pets OK",NA,NA,"$2,495"
2020-12-11 12:33:00,Soma,"Yerba Buena Lofts w GARDEN! Upgrades, Quiet, Light & GREAT LOCATION! *",1,NA,"$2,900"
2020-12-11 12:33:00,Russian Hill,"Bright & Remodeled 1BR! Pets OK, Rent Controlled, 6 WEEKS FREE!",1,NA,"$2,795"
2020-12-11 12:33:00,Alamo Square,Updated 1BR with Beautiful Views! W/D in Unit Next to Alamo Square!,1,NA,"$2,895"
2020-12-11 12:33:00,Lower Nob Hill,"Charming & Spacious 1 BD w/ Natural Light, Views, Character-Video Tour",1,NA,"$2,495"
2020-12-11 12:32:00,Glen Park,Sunny Top Floor 1 BD 5 Minute Walk to Cortland Street - Video Tour!,1,NA,"$2,295"
2020-12-11 12:32:00,Lower Haight,>Beautifully Updated 1BR / WD in Unit / 300 Buchanan #201 / RentingSF<,1,NA,"$2,695"
2020-12-11 12:32:00,Soma,Penthouse with a Balcony! | Amazing Bay Bridge View| 8 Weeks Free!!,2,1161,"$7,056"
2020-12-11 12:32:00,Soma,"Hawthorne Place!  Upgrades, Views, Corner Loft & LOCATION!!!",1,1100,"$3,600"
2020-12-11 12:31:00,Russian Hill,Russian Hill-Large One Bedroom w/ Beautiful wood work,1,NA,"$2,700"
2020-12-11 12:31:00,Russian Hill,Remodeled Large Unit Available Now,2,805,"$3,150"
2020-12-11 12:31:00,Mission District,Spacious Studio in the heart of Mission District,1,NA,"$1,750"
2020-12-11 12:31:00,Inner Sunset,for rent,2,NA,"$2,200"
2020-12-11 12:28:00,Nob Hill,One Bedroom/One Bath with City Views,1,650,"$2,840"
2020-12-11 12:28:00,Soma,Free One-Month Rent. 2BD/2BA In The Heart of SOMA,2,981,"$3,150"
2020-12-11 12:28:00,Financial District,The premium downtown living experience you want & expect!,NA,NA,"$1,695"
2020-12-11 12:27:00,Richmond,Remodeled 2 Bedrooms in Move-In Condition,2,NA,"$2,350"
2020-12-11 12:27:00,Inner Sunset,"Top Floor, Spacious 2/br in the Inner Sumser",2,NA,"$3,095"
2020-12-11 12:26:00,Soma,"8 WEEKS FREE RENT Studio, alcove for bed, all modern appliances",NA,478,"$2,267"
2020-12-11 12:25:00,Inner Richmond,Beautiful Apartment for Rent,1,NA,"$2,400"
2020-12-11 12:25:00,Excelsior,Furnished Apt 1Bdr | 10min-Glen Park  | Rent negotiable | Avail Mar 1,1,600,"$2,200"
2020-12-11 12:24:00,Bernal Heights,"Huge, Beautiful, remodeled and light-filled! Laundry in-unit!",2,1000,"$3,200"
2020-12-11 12:23:00,Soma,8 WEEKS FREE RENT 2 bedroom 2 bath balcony,2,947,"$3,385"
2020-12-11 12:23:00,Marina,Gorgeous 3BR/2BA Next to Fort Mason; W/D in Unit; Pets OK,3,NA,"$4,395"
2020-12-11 12:22:00,Russian Hill,Newly Remodeled Top Floor 3BR/2BA in Russian Hill; W/D in Unit,3,NA,"$3,995"
2020-12-11 12:22:00,Russian Hill,Newly Remodeled 1BR/1BA in Amazing Russian Hill Location; W/D in Unit,1,NA,"$3,195"
2020-12-11 12:22:00,Russian Hill,Huge 4BR/2.5BA in Russian Hill; Amazing Rooftop! W/D in Unit; Pets OK,4,NA,"$5,895"
2020-12-11 12:22:00,Lower Nob Hill,Beautiful Studio with Huge Living Space and Closet Storage; Pets OK,NA,NA,"$1,795"
2020-12-11 12:21:00,Alamo Square,Sunny Studio with brand new gourmet ktichen ~ J.Wavro,NA,NA,"$2,200"
2020-12-11 12:20:00,Duboce Triangle,U Can't Afford to Miss This Charming/Homey 5/6 BR 2 1/2 BA Apt,6,2135,"$6,880"
2020-12-11 12:20:00,Russian Hill,ID#881  Large Russian Hill 2Bd/1Ba/Pkg -View Unit,2,NA,"$4,750"
2020-12-11 12:20:00,Russian Hill,"ID#1079: Russian Hill Bay View 1BR w/EXCELLENT Closets, Private Garage",1,NA,"$3,000"
2020-12-11 12:20:00,Russian Hill,ID#1116: Russ Hl Remodeled 3BR/3BA View Apt w/Pkg,3,NA,"$9,975"
2020-12-11 12:20:00,Visitacion Valley,Beautiful Two Private Bedrooms,2,1000,"$2,500"
2020-12-11 12:19:00,Inner Sunset,Gorgeous 3/4 bedroom just 1 Block from UCSF,3,NA,"$4,895"
2020-12-11 12:19:00,Marina,ID#1208: Marina Rmdld Tp Flr 1BR/1BA Apt Pkg Avl,2,NA,"$3,350"
2020-12-11 12:19:00,Castro,Charming Studio - Available Now!!,NA,NA,"$1,595"
2020-12-11 12:19:00,Russian Hill,ID#1302: Russ Hl Lrg ReModeled  Studio w/HUGE Closet,NA,NA,"$1,900"
2020-12-11 12:19:00,Richmond,Laurel Heights/200Arguello&Sacramento/Balcony/Available Now!!,1,612,"$2,995"
2020-12-11 12:19:00,Castro,Beautiful Spacious Studio in Castro/Upper Market,NA,NA,"$1,895"
2020-12-11 12:19:00,North Beach,"ID#1327: N.B. Unique 2 Level 1BR w/In-Unit WD, Pkg- 1 MO RENT FREE*",1,NA,"$3,295"
2020-12-11 12:19:00,Marina,ID#1371: Remodeled Studio w/Full Kit w/Exclusive Laundry,NA,NA,"$1,800"
2020-12-11 12:19:00,Glen Park,"ID#1374: Rnvtd 4BR/3BA Victrn Hse w/Dk, Bkyd, Grg",4,NA,"$6,750"
2020-12-11 12:19:00,Bayview,How To Live Better at Waterbend! $200 Parking,2,1020,"$2,795"
2020-12-11 12:19:00,Mission District,EFFECTIVE RENT $1685 ALL UTILITIES PAID. GYM& LAUNDRY ACCESS,NA,260,"$1,685"
2020-12-11 12:19:00,Lower Nob Hill,Cozy Studio located in Lower Nob Hill,NA,NA,"$1,495"
2020-12-11 12:18:00,North Beach,"ID#1378: N.Beach Rmdld 3BR/Split BA Apt, 100 Walk/Rider Scores!",3,NA,"$3,900"
2020-12-11 12:18:00,Ingleside,"3BD Summit 800 Contemporary Townhome, Merced Heights, Views! 2 car Pkg",3,NA,"$5,383"
2020-12-11 12:18:00,Inner Richmond,ID#1425: Inner Richmond 2BR/2BA w/Pkg,2,NA,"$3,500"
2020-12-11 12:18:00,Soma,"ID#1498: SOMA 1BR/2BA Live/Work Loft Pkg, Strg",1,NA,"$2,795"
2020-12-11 12:18:00,Lower Nob Hill,Great Deal on your 1 Bedroom Home!,1,NA,"$1,875"
2020-12-11 12:18:00,Nob Hill,"ID#1520: Nob Hill Pano-View 2BR/2BA Penthouse w/Large Balcony, 1 Pkg",2,NA,"$7,750"
2020-12-11 12:18:00,Inner Sunset,Charming & Bright Top Floor Studio - 1/2 BLOCK TO UCSF,NA,NA,"$1,595"
2020-12-11 12:18:00,North Beach,ID#1535: Telegraph Hill 2BR/1BA Flat w/Deck,2,NA,"$3,350"
2020-12-11 12:17:00,North Beach,ID#1588 North Beach Remodeled Top Floor 2BR/1BA Apt,2,NA,"$3,000"
2020-12-11 12:17:00,Nob Hill,ID#1595: Nob Hill 1BR+Den/1BA Condo w/Pkg &Roof Deck,2,NA,"$4,000"
2020-12-11 12:17:00,Russian Hill,ID#1640: Fabulous SW View 3BR/3BA Doorman Unit w/1 Pkg,3,NA,"$7,200"
2020-12-11 12:17:00,Marina,ID#1693: 1-MONTH FREE RENT Cow Hlw Top Floor 1BR/1BA Remodeled Apt,1,NA,"$2,795"
2020-12-11 12:17:00,Pacific Heights,ID#1705: Pacific Heights 1BR/1BA Condo w/Parking,1,NA,"$3,400"
2020-12-11 12:17:00,Soma,Unique 1 Bedroom with private patio at the desirable Arterra,1,NA,"$3,600"
2020-12-11 12:17:00,Lower Pac Hts,"LARGE KITCHEN, LARGE PANTRY, 6 WEEKS FREE RENT",1,NA,"$2,520"
2020-12-11 12:16:00,Downtown,"ID#1729: 1-MONTH FREE RENT 2BR/2BA Condo w/Prvt Blcny, PkgAvl",2,NA,"$3,250"
2020-12-11 12:16:00,Soma,High Floor Two bedroom Apartment Home At a Great Price!,2,NA,"$2,599"
2020-12-11 12:16:00,Soma,Luxurious City & Bay Bridge View 1BD/1BA South Beach Residence,1,NA,"$3,100"
2020-12-11 12:16:00,Downtown,"1BD Lg. Private Patio, Hrdwd. Flrs., High End Kitchen, Clean Design",1,NA,"$2,450"
2020-12-11 12:16:00,Soma,ID#1864: South Beach 2BR/2.5BA Condo w/Parking in Luxury Brannan Tower,2,NA,"$4,995"
2020-12-11 12:16:00,Mission District,1 Month Free! 2 Bed/1 Bath/Hdwd flrs/Pkg included - Mission District!,2,NA,"$3,200"
2020-12-11 12:16:00,Castro,ID#1883: Duboce Triangle 1BR/1.5 BA Carriage House,1,NA,"$3,200"
2020-12-11 12:16:00,North Beach,Newly renovated 2BR apartment in the heart of Telegraph Hill!,2,NA,"$2,995"
2020-12-11 12:16:00,Cole Valley,"LOVELY Edwardian flat! Parking, storage, W/D, patio! VIDEO",2,NA,"$5,100"
2020-12-11 12:15:00,Mission District,HUGE LOFT! EASILY WORK FROM HOME! 6 MONTH TERMS,1,1349,"$4,399"
2020-12-11 12:15:00,Laurel Hts,Single Room Occupancy (SRO) in Laurel Heights,NA,NA,"$1,450"
2020-12-11 12:15:00,Marina,ID#1560: Cow Hlw Renov. 1+BR/1BA Victorian Flat w/Patio,2,NA,"$3,500"
2020-12-11 12:15:00,Pacific Heights,"ID#723: Pac Hts Furnished Lrge 1BR/1BA Condo w/Views, Pkg",1,NA,"$3,650"
2020-12-11 12:15:00,Lower Nob Hill,Move-In Special!  Tranquil 2 BR 1 bath & Living Room,2,800,"$2,785"
2020-12-11 12:15:00,Alamo Square,1795 O'farrell /Western Addition//Available Now!!,1,879,"$2,995"
2020-12-11 12:15:00,Inner Sunset,"ID#999: Inr Sunset 1BR/1BA Apt Prvt Yard, Deck, Garage",1,NA,"$3,500"
2020-12-11 12:15:00,Lower Pac Hts,HUGE! Tree views! 2 Bedrooms PLUS Livingroom,2,NA,"$3,095"
2020-12-11 12:15:00,Russian Hill,"Top Floor, Spacious 2/br in Russian Hill",2,NA,"$3,295"
2020-12-11 12:15:00,North Beach,ID#619: North Beach Large 3BR/1BA Flats,3,NA,"$3,900"
2020-12-11 12:15:00,Sunset,Top Bright Unit with parking for one car,2,900,"$3,050"
2020-12-11 12:14:00,Marina,"Remodeled, balcony & parking - All new interior.",1,NA,"$3,300"
2020-12-11 12:14:00,Lower Nob Hill,Great Studio in Nob Hill,NA,NA,"$1,495"
2020-12-11 12:14:00,Marina,ID#543: Marina Lrg Tp Flr Studio Apt w/Shrd Gdn,NA,NA,"$2,100"
2020-12-11 12:14:00,Russian Hill,ID#340: Russian Hill 3BR/1Split BA Apt w/In-Unit Laundry,3,NA,"$4,500"
2020-12-11 12:14:00,Lower Nob Hill,PRICE REDUCED! 2 MONTHS FREE! BUILDING BACKYARD,NA,NA,"$1,332"
2020-12-11 12:14:00,Russian Hill,"ID#33: RUS HL 1BR/1BA Apart w/Shared View Roof, Pkg",1,NA,"$3,100"
2020-12-11 12:14:00,Inner Sunset,"BEAUTIFUL, BRAND NEW REMODEL, VIEWS + 1/2 BLOCK to UCSF",1,NA,"$2,595"
2020-12-11 12:14:00,Pacific Heights,ID#1826: Pac Hts Large 1BR/1BA Condo Laundry In-Bldg,1,NA,"$3,000"
2020-12-11 12:14:00,Lower Nob Hill,"RENT CONTROLLED, BUILDING BACKYARD, 6 WEEKS FREE RENT",NA,NA,"$1,326"
2020-12-11 12:14:00,Soma,"ID#1842: SOMA 1BR/1BA Palms Condo w/Dck, Pkg Avl",1,NA,"$3,000"
2020-12-11 12:13:00,Mission District,Studio/Mission/3440 20th & Capp/W/D in unit/Balcony/W/D in unit!!,1,NA,"$1,895"
2020-12-11 12:13:00,North Beach,ID#1791: Tele Hl Rnvtd 1BR/1BA Condo Gdn VUs,1,NA,"$2,950"
2020-12-11 12:13:00,Bayview,Newly Remodeled 3 Bedroom,3,975,"$3,795"
2020-12-11 12:13:00,Soma,ID#1760: Mission Bay 2BR+Den/2BA Condo w/Parking,2,NA,"$5,000"
2020-12-11 12:13:00,Haight Ashbury,"*Quiet Off Street ! REDUCED, Remodel Top Fl, Lndry, 6 months Free Pkg",1,NA,"$2,100"
2020-12-11 12:13:00,Marina,"ID#1860: Marina 1BR/1BA Top Floor Apartment, Parking Available",1,NA,"$2,500"
2020-12-11 12:13:00,Nob Hill,ID#1843: Nb Hl Updtd Studio w/Gdn Outlooks,NA,NA,"$1,895"
2020-12-11 12:13:00,Haight Ashbury,*CHARMING 1 BR *Hwd Fls *Granite/DW *Bay Window *Deck *Lndy,1,664,"$2,795"
2020-12-11 12:12:00,Inner Richmond,ID# 1875- Inner Rich Top Flr 3 Bed/1 Bath 2 Lvls w/Pkg & Shd Yd,3,NA,"$4,650"
2020-12-11 12:12:00,Lower Pac Hts,"2 BEDROOM PLUS LIVING ROOM, DISHWASHER",2,NA,"$2,725"
2020-12-11 12:12:00,Bernal Heights,"ID#1876: Bernal Heights 3+BR/2BA View House w/Decks, 4 Parking",3,NA,"$7,750"
2020-12-11 12:12:00,Marina,"ID#1877: Furn Marina 5+BR/3BA Hse w/Dks,Yd &2Pkg",5,NA,"$10,950"
2020-12-11 12:12:00,Lower Nob Hill,"TOP FLOOR, 6 WEEKS FREE, BUILDING BACKYARD, WALKABLE",NA,NA,"$1,370"
2020-12-11 12:12:00,Mission District,Updated 2Bedrooms in-law unit two blocks from Bart,2,NA,"$2,500"
2020-12-11 12:11:00,Nob Hill,ID#1881: Nob Hl  2+BR/1.5BA Lower Flat w/Shared Yard,3,NA,"$3,650"
2020-12-11 12:11:00,West Portal,"ID#1884: Forest Hl Updtd 3+BR/1.5BA House w/Solar Pwr, Bckyrd, Grg",3,NA,"$5,700"
2020-12-11 12:11:00,Lower Nob Hill,"2 MONTH FREE RENT! VICTORIAN UNIT, RENT CONTROLLED",1,NA,"$1,665"
2020-12-11 12:11:00,Soma,Junior 1bd/Studio Unit Available Now!,NA,NA,"$1,499"
2020-12-11 12:11:00,Usf,"744 Central Ave, San Francisco {{FIRST MONTH RENT FREE}}",3,NA,"$3,750"
2020-12-11 12:10:00,Sunset,Remodeled Flat with Large Yard,4,NA,"$4,000"
2020-12-11 12:10:00,Inner Sunset,Inner Sunset Apt Walk to UCSF,2,1100,"$2,800"
2020-12-11 12:10:00,Castro,Bright Two Bedroom with Parking and W/D,2,NA,"$2,750"
2020-12-11 12:10:00,Marina,"2641 Franklin St #1, San Francisco",2,NA,"$2,700"
2020-12-11 12:10:00,Inner Richmond,One Bedroom Easily Convertible for Roommates,1,NA,"$2,395"
2020-12-11 12:10:00,Castro,"179 Corbett Ave #2, San Francisco",1,NA,"$2,500"
2020-12-11 12:10:00,Inner Richmond,Top Floor Two Bedroom on Tree Lined Street,2,NA,"$3,500"
2020-12-11 12:10:00,Nob Hill,Renovated Top Floor Studio w/ Hardwood. SELF-SHOWING UNIT,NA,NA,"$1,950"
2020-12-11 12:10:00,Pacific Heights,One Bedroom with Private Patio in Pac Heights,1,NA,"$2,750"
2020-12-11 12:10:00,Downtown,"601 Van Ness Ave #541, San Francisco",1,NA,"$2,500"
2020-12-11 12:10:00,Nob Hill,Pristine One Bedroom in Nob Hill,1,NA,"$2,395"
2020-12-11 12:09:00,Mission District,Remodeled Studio in Prime Location,NA,NA,"$1,750"
2020-12-11 12:09:00,Excelsior,Classic Upper Flat in Crocker Amazon,3,NA,"$3,700"
2020-12-11 12:09:00,Mission District,*ONE MONTH FREE** Three Bedroom Flat in Corner Building,3,NA,"$3,250"
2020-12-11 12:09:00,Marina,Top Floor Flat in Desirable Cow Hollow,3,NA,"$4,500"
2020-12-11 12:09:00,Ingleside,"212 Howth St, San Francisco",6,NA,"$5,000"
2020-12-11 12:09:00,Soma,Spacious 2 bd + large den + 2 ba condo with balconies,3,1557,"$4,975"
2020-12-11 12:09:00,Lower Nob Hill,"1122 Sutter St #8, San Francisco",NA,NA,"$1,875"
2020-12-11 12:09:00,Noe Valley,One Bedroom with Remodeled Kitchen and Bathroom,1,NA,"$2,500"
2020-12-11 12:09:00,Usf,"238 Willard North, San Francisco {[FIRST MONTH RENT FREE!!]}",3,NA,"$4,500"
2020-12-11 12:09:00,Mission District,Bright One Bedroom in Great Location,1,NA,"$2,100"
2020-12-11 12:09:00,Downtown,"601 Van Ness Ave #411, San Francisco",1,NA,"$2,600"
2020-12-11 12:09:00,Richmond,Top Floor Three Bedroom Flat,3,NA,"$3,250"
2020-12-11 12:09:00,Pacific Heights,"1890 Washington St #403, San Francisco",1,NA,"$3,500"
2020-12-11 12:09:00,Usf,Charming & Cozy 3BD/2BA Cottage w/ Hwd.- Minutes to USF,3,NA,"$3,200"
2020-12-11 12:09:00,Mission District,Large Bright One Bedroom in Prime Location!,1,1050,"$2,350"
2020-12-11 12:09:00,Bayview,Gorgeous Large In-Law Garden Apartment,1,NA,"$2,980"
2020-12-11 12:08:00,Mission District,Top Floor One Bedroom in Great Location,1,NA,"$2,100"
2020-12-11 12:08:00,Russian Hill,Classic Three Bedroom Flat,3,NA,"$3,850"
2020-12-11 12:08:00,Soma,"1 MONTH FREE! 2BD/2BA SOMA Condo, Private Patio, W/D, Pkg. Incl.",2,NA,"$3,250"
2020-12-11 12:08:00,Laurel Hts,Two Bedroom Top Floor Apartment,2,NA,"$2,850"
2020-12-11 12:08:00,Mission District,**ONE MONTH FREE RENT** Remodeled Mission/Noe Apartment,2,908,"$3,750"
2020-12-11 12:08:00,Noe Valley,Remodeled One Bedroom in Classic Building,1,NA,"$2,295"
2020-12-11 12:08:00,Downtown,"1 MONTH FREE! Top Floor 1BD w/ Shared Patio, Pkg. Avail. WD In unit",1,NA,"$2,500"
2020-12-11 12:08:00,North Beach,"155 Pfeiffer St #A, San Francisco",1,NA,"$2,250"
2020-12-11 12:08:00,Laurel Hts,Updated Studio in Desirable Location,NA,NA,"$1,750"
2020-12-11 12:08:00,North Beach,"490 Lombard St #5, San Francisco",NA,NA,"$2,600"
2020-12-11 12:08:00,Noe Valley,Updated One Bed in Classic Victorian,1,NA,"$2,500"
2020-12-11 12:08:00,Haight Ashbury,"4 Bed/1.5BA -  Flat, HDWD Flrs, Laundry rm, Garden",4,NA,"$4,600"
2020-12-11 12:08:00,Bayview,Pristine Upper Flat in Bayview,2,NA,"$3,560"
2020-12-11 12:08:00,Noe Valley,Noe Valley Flat with Period Details,2,NA,"$3,750"
2020-12-11 12:08:00,Noe Valley,Garden Apartment on Quiet Street,1,NA,"$2,100"
2020-12-11 12:08:00,Soma,Top-floor studio in the heart of the city,1,NA,"$2,450"
2020-12-11 12:08:00,Mission District,Top Floor Large One Bedroom Unit,1,NA,"$2,750"
2020-12-11 12:07:00,Russian Hill,"25A Culebra Terrace, San Francisco",1,NA,"$2,395"
2020-12-11 12:07:00,Pacific Heights,One Bedroom + Office in Prime Location,1,NA,"$2,550"
2020-12-11 12:07:00,Downtown,"601 Van Ness Ave #425, San Francisco",2,NA,"$3,700"
2020-12-11 12:07:00,Bernal Heights,"199 Coleridge Street, San Francisco",1,NA,"$2,650"
2020-12-11 12:07:00,Russian Hill,"1178 Vallejo St, San Francisco",2,NA,"$3,700"
2020-12-11 12:07:00,Downtown,"601 Van Ness Ave #405, San Francisco",2,NA,"$3,350"
2020-12-11 12:07:00,Inner Sunset,"1734 9th Ave #1, San Francisco",1,NA,"$2,750"
2020-12-11 12:07:00,Pacific Heights,"PRIME PACIFIC HEIGHTS,FULLY REMODELED,SUNNY N QUIET,1BR,1BA,PKG AVL",1,NA,"$2,695"
2020-12-11 12:07:00,Marina,"ONE MONTH FREE! Sunny Top Floor Studio w/ View, Hwd, Lndy & Pkg. Avail",NA,NA,"$2,100"
2020-12-11 12:07:00,Marina,Classic Marina apartment. Pet ok. Bicycle storage. ~ J.Wavro,1,NA,"$2,500"
2020-12-11 12:07:00,Cole Valley,Luxury 4BR/3BA home with indoor pool - Stanyan,4,3877,"$13,500"
2020-12-11 12:06:00,Hayes Valley,SUN SOAKED 1 BEDROOM IN HAYES VALLEY,1,750,"$3,175"
2020-12-11 12:06:00,Hayes Valley,HAYES VALLEY 3 BEDROOM AVAILABLE NOW!!,3,1300,"$4,750"
2020-12-11 12:06:00,Mission District,Large 3 Bed/1Ba Steps to Dolores Park!,3,1300,"$3,975"
2020-12-11 12:06:00,Lower Nob Hill,MODERN 2 BEDROOM IN LOWER NOB HILL,2,892,"$3,500"
2020-12-11 12:06:00,Soma,Up to 3 months free rent on select homes on 15+ month leases!,2,927,"$3,260"
2020-12-11 12:05:00,Usf,"1534 Hayes St #4, San Francisco",2,NA,"$3,350"
2020-12-11 12:04:00,Lower Nob Hill,"Quaint downtown studio, especially if you like to cook!",NA,350,"$1,735"
2020-12-11 12:04:00,Marina,Furnished 1 bedroom with a City View!,1,NA,"$2,174"
2020-12-11 12:04:00,Nob Hill,Bright Remodeled Nob Hill 1bd Apt w/ HW! Prime Location! ~ J.Wavro,1,NA,"$2,695"
2020-12-11 12:03:00,Pacific Heights,Large Top Floor Pacific Heights 2 Bedroom,2,NA,"$3,095"
2020-12-11 12:03:00,Soma,"812 sq ft | 1 Bed, 1 Bath | Get 8 Weeks Free!!!",1,812,"$2,831"
2020-12-11 12:03:00,Noe Valley,Remodeled Dolores Heights 1 Bedroom with Parking!,1,NA,"$2,599"
2020-12-11 12:03:00,Inner Richmond,280 Euclid Ave-View/Hwf/Pkg/Strg Rm/Ldry By appt,2,NA,"$3,495"
2020-12-11 12:03:00,Alamo Square,Charming and Bright Studio in NOPA,NA,400,"$1,750"
2020-12-11 12:03:00,Noe Valley,Beautiful View! Dolores Heights 1 Bedroom with Parking!,1,NA,"$2,650"
2020-12-11 12:03:00,Inner Richmond,Lvg & Kit-18 Clement St/2nd Ave by appt,1,NA,"$1,600"
2020-12-11 12:02:00,North Beach,2 granite ba/granite kit/hwd fl/view-671 Greenwich Street (appt only),3,NA,"$4,750"
